32,2.1.3,Google/Apple,Переход на главный экран для существующего пользователя,NOT STARTED,NOT STARTED,NOT STARTED,,,,
33,2.1.3,Google/Apple,Переход к заполнению личной информации для нового пользователя,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.1.4,5. РЕГИСТРАЦИЯ ЧЕРЕЗ EMAIL,,,,,,,,,
34,2.1.4,Регистрация,Переход на экран регистрации по кнопке "Зарегистрироваться",NOT STARTED,NOT STARTED,NOT STARTED,,,,
35,2.1.4,Регистрация,Валидация формата email (наличие @ и домена),NOT STARTED,NOT STARTED,NOT STARTED,,,,
36,2.1.4,Регистрация,Валидация пароля (минимум 6 символов латиница+цифры+спецсимволы),NOT STARTED,NOT STARTED,NOT STARTED,,,,
37,2.1.4,Регистрация,Ошибка "Пароли не совпадают" при несовпадении паролей,NOT STARTED,NOT STARTED,NOT STARTED,,,,
38,2.1.4,Регистрация,Ошибка при несоответствии пароля требованиям,NOT STARTED,NOT STARTED,NOT STARTED,,,,
39,2.1.4,Регистрация,Неактивность кнопки "Зарегистрироваться" до заполнения всех полей,NOT STARTED,NOT STARTED,NOT STARTED,,,,
40,2.1.4,Регистрация,Отправка кода подтверждения на email,NOT STARTED,NOT STARTED,NOT STARTED,,,,
41,2.1.4,Регистрация,Повторная отправка кода через 1 минуту,NOT STARTED,NOT STARTED,NOT STARTED,,,,
42,2.1.4,Регистрация,Истечение срока действия кода через 10 минут,NOT STARTED,NOT STARTED,NOT STARTED,,,,
43,2.1.4,Регистрация,Успешное подтверждение email верным кодом,NOT STARTED,NOT STARTED,NOT STARTED,,,,
44,2.1.4,Регистрация,Переключение отображения пароля (глазик),NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.1.5,6. ЗАПОЛНЕНИЕ ЛИЧНОЙ ИНФОРМАЦИИ,,,,,,,,,
45,2.1.5,Имя и Фамилия,Ввод имени кириллицей/латиницей,NOT STARTED,NOT STARTED,NOT STARTED,,,,
46,2.1.5,Имя и Фамилия,Ввод фамилии кириллицей/латиницей,NOT STARTED,NOT STARTED,NOT STARTED,,,,
47,2.1.5,Имя и Фамилия,Допустимость дефисов пробелов и апострофов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
48,2.1.5,Имя и Фамилия,Ограничение длины имени/фамилии 50 символов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
49,2.1.5,Имя и Фамилия,Ошибка при превышении 50 символов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
50,2.1.5,Дата рождения,Ввод даты с помощью прокручиваемых списков,NOT STARTED,NOT STARTED,NOT STARTED,,,,
51,2.1.5,Дата рождения,Корректное определение знака зодиака по дате рождения,NOT STARTED,NOT STARTED,NOT STARTED,,,,
52,2.1.5,Дата рождения,Отображение рисунка знака зодиака,NOT STARTED,NOT STARTED,NOT STARTED,,,,
53,2.1.5,Дата рождения,Ошибка при возрасте более 100 лет,NOT STARTED,NOT STARTED,NOT STARTED,,,,
54,2.1.5,Дата рождения,Ошибка при возрасте менее 18 лет,NOT STARTED,NOT STARTED,NOT STARTED,,,,
55,2.1.5,Дата рождения,Ошибка при невалидной дате,NOT STARTED,NOT STARTED,NOT STARTED,,,,
56,2.1.5,Дата рождения,Ошибка при дате в будущем,NOT STARTED,NOT STARTED,NOT STARTED,,,,
57,2.1.5,Страна и город,Выбор страны из выпадающего списка,NOT STARTED,NOT STARTED,NOT STARTED,,,,
58,2.1.5,Страна и город,Выбор города из выпадающего списка,NOT STARTED,NOT STARTED,NOT STARTED,,,,
59,2.1.5,Аватарка,Загрузка фото из галереи устройства,NOT STARTED,NOT STARTED,NOT STARTED,,,,
60,2.1.5,Аватарка,Съемка нового фото камерой,NOT STARTED,NOT STARTED,NOT STARTED,,,,
61,2.1.5,Аватарка,Ограничение размера фото 10 Мб,NOT STARTED,NOT STARTED,NOT STARTED,,,,
62,2.1.5,Аватарка,Поддержка форматов JPEG JPG PNG WEBP HEIC,NOT STARTED,NOT STARTED,NOT STARTED,,,,
63,2.1.5,Аватарка,Кадрирование фото кружком,NOT STARTED,NOT STARTED,NOT STARTED,,,,
64,2.1.5,Выбор роли,Переход к профилю специалиста по кнопке "Стать специалистом",NOT STARTED,NOT STARTED,NOT STARTED,,,,
65,2.1.5,Выбор роли,Переход на главный экран по кнопке "Найти специалиста",NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.1.5.1,7. РЕГИСТРАЦИЯ СПЕЦИАЛИСТА,,,,,,,,,
66,2.1.5.1,Услуги,Выбор услуг из списка тегов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
67,2.1.5.1,Услуги,Множественный выбор услуг,NOT STARTED,NOT STARTED,NOT STARTED,,,,
68,2.1.5.1,Услуги,Обязательность выбора минимум одной услуги,NOT STARTED,NOT STARTED,NOT STARTED,,,,
69,2.1.5.1,Формат работы,Выбор формата "Онлайн",NOT STARTED,NOT STARTED,NOT STARTED,,,,
70,2.1.5.1,Формат работы,Выбор формата "Оффлайн",NOT STARTED,NOT STARTED,NOT STARTED,,,,
71,2.1.5.1,Формат работы,Одновременный выбор обоих форматов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
72,2.1.5.1,Диапазон цен,Ввод диапазона цен в поля "От" и "До",NOT STARTED,NOT STARTED,NOT STARTED,,,,
73,2.1.5.1,Диапазон цен,Работа слайдера выбора цен,NOT STARTED,NOT STARTED,NOT STARTED,,,,
74,2.1.5.1,Диапазон цен,Ошибка при значении "От" больше значения "До",NOT STARTED,NOT STARTED,NOT STARTED,,,,
75,2.1.5.1,Диапазон цен,Выбор опции "Договорная",NOT STARTED,NOT STARTED,NOT STARTED,,,,
76,2.1.5.1,Диапазон цен,Выбор опции "Без оплаты",NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.1,8. ГЛАВНЫЙ ЭКРАН СПЕЦИАЛИСТА,,,,,,,,,
77,2.2.1,Главный экран,Отображение ленты сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
78,2.2.1,Главный экран,Отображение ленты публикаций,NOT STARTED,NOT STARTED,NOT STARTED,,,,
79,2.2.1,Главный экран,Работа кнопки "Главная",NOT STARTED,NOT STARTED,NOT STARTED,,,,
80,2.2.1,Главный экран,Работа кнопки "Каталог",NOT STARTED,NOT STARTED,NOT STARTED,,,,
81,2.2.1,Главный экран,Работа кнопки "Форум",NOT STARTED,NOT STARTED,NOT STARTED,,,,
82,2.2.1,Главный экран,Работа кнопки "Чаты",NOT STARTED,NOT STARTED,NOT STARTED,,,,
83,2.2.1,Главный экран,Работа кнопки "Профиль",NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.1.1,9. ЛЕНТА СТОРИС,,,,,,,,,
84,2.2.1.1,Сторис,Отображение своего сторис первым в ленте,NOT STARTED,NOT STARTED,NOT STARTED,,,,
85,2.2.1.1,Сторис,Отображение сторис в течение 24 часов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
86,2.2.1.1,Сторис,Выделение непросмотренных сторис золотой рамкой,NOT STARTED,NOT STARTED,NOT STARTED,,,,
87,2.2.1.1,Сторис,Перемещение просмотренных сторис в конец ленты,NOT STARTED,NOT STARTED,NOT STARTED,,,,
88,2.2.1.1,Сторис,Горизонтальный скролл ленты сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
89,2.2.1.1,Сторис,Пагинация ленты сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
90,2.2.1.1.1,Создание сторис,Создание текстового сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
91,2.2.1.1.1,Создание сторис,Смена фона текстового сторис (5 вариантов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
92,2.2.1.1.1,Создание сторис,Создание фото сторис из галереи,NOT STARTED,NOT STARTED,NOT STARTED,,,,
93,2.2.1.1.1,Создание сторис,Создание фото сторис с камеры,NOT STARTED,NOT STARTED,NOT STARTED,,,,
94,2.2.1.1.1,Создание сторис,Добавление текста на фото сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
95,2.2.1.1.1,Создание сторис,Создание видео сторис из галереи,NOT STARTED,NOT STARTED,NOT STARTED,,,,
96,2.2.1.1.1,Создание сторис,Создание видео сторис с камеры,NOT STARTED,NOT STARTED,NOT STARTED,,,,
97,2.2.1.1.1,Создание сторис,Ограничение размера видео 100 Мб,NOT STARTED,NOT STARTED,NOT STARTED,,,,
98,2.2.1.1.1,Создание сторис,Поддержка форматов MP4 MOV WEBM AVI,NOT STARTED,NOT STARTED,NOT STARTED,,,,
99,2.2.1.1.2,Просмотр сторис,Открытие окна просмотра при нажатии на сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
100,2.2.1.1.2,Просмотр сторис,Воспроизведение контента сторис,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.1.2,10. ЛЕНТА ПУБЛИКАЦИЙ,,,,,,,,,
101,2.2.1.2,Публикации,Создание поста с главного экрана (кнопка +),NOT STARTED,NOT STARTED,NOT STARTED,,,,
102,2.2.1.2,Публикации,Создание поста из профиля,NOT STARTED,NOT STARTED,NOT STARTED,,,,
103,2.2.1.2,Публикации,Загрузка фото в пост (до 10 Мб),NOT STARTED,NOT STARTED,NOT STARTED,,,,
104,2.2.1.2,Публикации,Загрузка видео в пост (до 100 Мб),NOT STARTED,NOT STARTED,NOT STARTED,,,,
105,2.2.1.2,Публикации,Ввод заголовка поста (до 100 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
106,2.2.1.2,Публикации,Ввод текста поста (до 50 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
107,2.2.1.2,Публикации,Включение опции "Товар",NOT STARTED,NOT STARTED,NOT STARTED,,,,
108,2.2.1.2,Публикации,Отображение кнопки покупки при включенной опции "Товар",NOT STARTED,NOT STARTED,NOT STARTED,,,,
109,2.2.1.2,Публикации,Успешная публикация поста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
110,2.2.1.2.2,Удаление поста,Удаление поста через три точки,NOT STARTED,NOT STARTED,NOT STARTED,,,,
111,2.2.1.2.2,Удаление поста,Подтверждение удаления поста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.1.3,11. ПРОСМОТР ЛАЙКИ КОММЕНТАРИИ,,,,,,,,,
112,2.2.1.3,Лента,Пагинация постов по 5 штук,NOT STARTED,NOT STARTED,NOT STARTED,,,,
113,2.2.1.3,Лента,Сортировка постов от новых к старым,NOT STARTED,NOT STARTED,NOT STARTED,,,,
114,2.2.1.3,Лента,Корректное отображение даты поста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
115,2.2.1.3,Видео,Воспроизведение видео в посте,NOT STARTED,NOT STARTED,NOT STARTED,,,,
116,2.2.1.3,Видео,Кнопка паузы видео,NOT STARTED,NOT STARTED,NOT STARTED,,,,
117,2.2.1.3,Видео,Полноэкранный режим видео,NOT STARTED,NOT STARTED,NOT STARTED,,,,
118,2.2.1.3,Лайки,Установка лайка на пост,NOT STARTED,NOT STARTED,NOT STARTED,,,,
119,2.2.1.3,Лайки,Снятие лайка с поста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
120,2.2.1.3,Лайки,Корректный счетчик лайков,NOT STARTED,NOT STARTED,NOT STARTED,,,,
121,2.2.1.3,Комментарии,Открытие шторки комментариев,NOT STARTED,NOT STARTED,NOT STARTED,,,,
122,2.2.1.3,Комментарии,Написание комментария (до 500 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
123,2.2.1.3,Комментарии,Прикрепление файла к комментарию,NOT STARTED,NOT STARTED,NOT STARTED,,,,
124,2.2.1.3,Комментарии,Кнопка "Показать больше" для длинных комментариев,NOT STARTED,NOT STARTED,NOT STARTED,,,,
125,2.2.1.3,Комментарии,Ответ на комментарий,NOT STARTED,NOT STARTED,NOT STARTED,,,,
126,2.2.1.3,Комментарии,Пагинация списка комментариев,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.1.4,12. ЖАЛОБЫ И БЛОКИРОВКИ,,,,,,,,,
127,2.2.1.4,Жалобы,Открытие меню жалобы через три точки,NOT STARTED,NOT STARTED,NOT STARTED,,,,
128,2.2.1.4,Жалобы,Выбор причины жалобы из списка,NOT STARTED,NOT STARTED,NOT STARTED,,,,
129,2.2.1.4,Жалобы,Отправка жалобы на пользователя,NOT STARTED,NOT STARTED,NOT STARTED,,,,
130,2.2.1.5,Блокировка,Блокировка пользователя через три точки,NOT STARTED,NOT STARTED,NOT STARTED,,,,
131,2.2.1.5,Блокировка,Ограничение доступа заблокированного пользователя к контенту,NOT STARTED,NOT STARTED,NOT STARTED,,,,
132,2.2.1.5,Блокировка,Отображение заблокированных в Черном списке,NOT STARTED,NOT STARTED,NOT STARTED,,,,
133,2.2.1.5,Блокировка,Разблокировка пользователя,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.1.6,13. ПОДПИСКИ,,,,,,,,,
134,2.2.1.6,Подписки,Подписка на специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
135,2.2.1.6,Подписки,Отписка от специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
136,2.2.1.6,Подписки,Отображение постов подписок в ленте,NOT STARTED,NOT STARTED,NOT STARTED,,,,
137,2.2.1.6,Подписки,Переход к чату по кнопке "Написать",NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.2,14. ПРОФИЛЬ СПЕЦИАЛИСТА,,,,,,,,,
138,2.2.2,Профиль,Отображение имени и фамилии,NOT STARTED,NOT STARTED,NOT STARTED,,,,
139,2.2.2,Профиль,Отображение рейтинга и отзывов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
140,2.2.2,Профиль,Отображение количества подписок и подписчиков,NOT STARTED,NOT STARTED,NOT STARTED,,,,
141,2.2.2,Профиль,Отображение страны и города,NOT STARTED,NOT STARTED,NOT STARTED,,,,
142,2.2.2,Профиль,Отображение знака зодиака,NOT STARTED,NOT STARTED,NOT STARTED,,,,
143,2.2.2,Профиль,Отображение стоимости услуг,NOT STARTED,NOT STARTED,NOT STARTED,,,,
144,2.2.2,Профиль,Отображение формата работы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
145,2.2.2,Профиль,Отображение списка услуг,NOT STARTED,NOT STARTED,NOT STARTED,,,,
146,2.2.2,Профиль,Заполнение поля "О себе" (до 500 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
147,2.2.2,Профиль,Работа кнопки "Создать пост",NOT STARTED,NOT STARTED,NOT STARTED,,,,
148,2.2.2,Профиль,Работа кнопки "Редактировать профиль",NOT STARTED,NOT STARTED,NOT STARTED,,,,
149,2.2.2,Профиль,Отображение списка постов специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
150,2.2.2,Редактирование,Изменение персональных данных,NOT STARTED,NOT STARTED,NOT STARTED,,,,
151,2.2.2,Редактирование,Сохранение изменений профиля,NOT STARTED,NOT STARTED,NOT STARTED,,,,
152,2.2.2,Редактирование,Отмена изменений профиля,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.2.1,15. НАСТРОЙКИ СПЕЦИАЛИСТА,,,,,,,,,
153,2.2.2.1,Настройки,Открытие раздела "Понравившиеся посты",NOT STARTED,NOT STARTED,NOT STARTED,,,,
154,2.2.2.1,Настройки,Открытие раздела "Поддержка",NOT STARTED,NOT STARTED,NOT STARTED,,,,
155,2.2.2.1,Настройки,Отправка сообщения в поддержку,NOT STARTED,NOT STARTED,NOT STARTED,,,,
156,2.2.2.1,Настройки,Прикрепление скриншота в поддержку,NOT STARTED,NOT STARTED,NOT STARTED,,,,
157,2.2.2.1,Настройки,Открытие раздела "Часто задаваемые вопросы",NOT STARTED,NOT STARTED,NOT STARTED,,,,
158,2.2.2.1,Настройки,Раскрытие ответов на FAQ,NOT STARTED,NOT STARTED,NOT STARTED,,,,
159,2.2.2.1,Push-уведомления,Включение/отключение уведомлений о сообщениях в чатах,NOT STARTED,NOT STARTED,NOT STARTED,,,,
160,2.2.2.1,Push-уведомления,Включение/отключение уведомлений о форуме,NOT STARTED,NOT STARTED,NOT STARTED,,,,
161,2.2.2.1,Push-уведомления,Включение/отключение уведомлений о подписчиках,NOT STARTED,NOT STARTED,NOT STARTED,,,,
162,2.2.2.1,Push-уведомления,Включение/отключение уведомлений об отзывах,NOT STARTED,NOT STARTED,NOT STARTED,,,,
163,2.2.2.1,Push-уведомления,Включение/отключение уведомлений о лайках,NOT STARTED,NOT STARTED,NOT STARTED,,,,
164,2.2.2.1,Push-уведомления,Включение/отключение уведомлений о комментариях,NOT STARTED,NOT STARTED,NOT STARTED,,,,
165,2.2.2.1,Черный список,Отображение заблокированных пользователей,NOT STARTED,NOT STARTED,NOT STARTED,,,,
166,2.2.2.1,Черный список,Разблокировка пользователя из черного списка,NOT STARTED,NOT STARTED,NOT STARTED,,,,
167,2.2.2.1,Настройки,Открытие "Политики конфиденциальности",NOT STARTED,NOT STARTED,NOT STARTED,,,,
168,2.2.2.1,Настройки,Открытие "Условий использования",NOT STARTED,NOT STARTED,NOT STARTED,,,,
169,2.2.2.1,Выход,Выход из аккаунта,NOT STARTED,NOT STARTED,NOT STARTED,,,,
170,2.2.2.1,Выход,Подтверждение выхода из аккаунта,NOT STARTED,NOT STARTED,NOT STARTED,,,,
171,2.2.2.1,Удаление,Удаление аккаунта,NOT STARTED,NOT STARTED,NOT STARTED,,,,
172,2.2.2.1,Удаление,Подтверждение удаления аккаунта,NOT STARTED,NOT STARTED,NOT STARTED,,,,
173,2.2.2.1,Удаление,Сохранение данных 90 суток после удаления,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.2.2,16. ОТЗЫВЫ,,,,,,,,,
174,2.2.2.2,Отзывы,Просмотр рейтинга специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
175,2.2.2.2,Отзывы,Просмотр списка отзывов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
176,2.2.2.2,Отзывы,Пагинация списка отзывов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
177,2.2.2.2,Отзывы,Сортировка "сначала новые",NOT STARTED,NOT STARTED,NOT STARTED,,,,
178,2.2.2.2,Отзывы,Сортировка "сначала с высокой оценкой",NOT STARTED,NOT STARTED,NOT STARTED,,,,
179,2.2.2.2,Отзывы,Сортировка "сначала с низкой оценкой",NOT STARTED,NOT STARTED,NOT STARTED,,,,
180,2.2.2.2,Отзывы,Жалоба на автора отзыва,NOT STARTED,NOT STARTED,NOT STARTED,,,,
181,2.2.2.2,Отзывы,Блокировка автора отзыва,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.3,17. КАТАЛОГ,,,,,,,,,
182,2.2.3,Каталог,Отображение карточек специалистов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
183,2.2.3,Каталог,Пагинация по 10 элементов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
184,2.2.3,Каталог,Поиск по имени специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
185,2.2.3,Каталог,Поиск по фамилии специалиста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
186,2.2.3,Каталог,Поиск по описанию профиля,NOT STARTED,NOT STARTED,NOT STARTED,,,,
187,2.2.3,Каталог,Поиск по названию поста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
188,2.2.3,Каталог,Поиск по тексту поста,NOT STARTED,NOT STARTED,NOT STARTED,,,,
189,2.2.3,Каталог,Переход в раздел "Специалисты",NOT STARTED,NOT STARTED,NOT STARTED,,,,
190,2.2.3,Каталог,Переход в раздел "Посты",NOT STARTED,NOT STARTED,NOT STARTED,,,,
191,2.2.3,Каталог,Переход в раздел "Товары",NOT STARTED,NOT STARTED,NOT STARTED,,,,
192,2.2.3,Каталог,Отображение истории поиска "Вы искали",NOT STARTED,NOT STARTED,NOT STARTED,,,,
193,2.2.3,Каталог,Удаление запроса из истории поиска,NOT STARTED,NOT STARTED,NOT STARTED,,,,
194,2.2.3,Сортировка,Сортировка по популярности,NOT STARTED,NOT STARTED,NOT STARTED,,,,
195,2.2.3,Сортировка,Сортировка по количеству отзывов,NOT STARTED,NOT STARTED,NOT STARTED,,,,
196,2.2.3,Сортировка,Сортировка по рейтингу,NOT STARTED,NOT STARTED,NOT STARTED,,,,
197,2.2.3,Фильтр,Фильтрация по рейтингу,NOT STARTED,NOT STARTED,NOT STARTED,,,,
198,2.2.3,Фильтр,Фильтрация по локации,NOT STARTED,NOT STARTED,NOT STARTED,,,,
199,2.2.3,Фильтр,Фильтрация по стоимости,NOT STARTED,NOT STARTED,NOT STARTED,,,,
200,2.2.3,Фильтр,Фильтрация по формату работы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
201,2.2.3,Фильтр,Фильтрация по услугам,NOT STARTED,NOT STARTED,NOT STARTED,,,,
202,2.2.3,Фильтр,Отображение тегов фильтров,NOT STARTED,NOT STARTED,NOT STARTED,,,,
203,2.2.3,Фильтр,Удаление тега фильтра,NOT STARTED,NOT STARTED,NOT STARTED,,,,
204,2.2.3,Просмотр профиля,Подписка на специалиста из каталога,NOT STARTED,NOT STARTED,NOT STARTED,,,,
205,2.2.3,Просмотр профиля,Отписка от специалиста из каталога,NOT STARTED,NOT STARTED,NOT STARTED,,,,
206,2.2.3,Просмотр профиля,Написать специалисту из каталога,NOT STARTED,NOT STARTED,NOT STARTED,,,,
207,2.2.3,Отзывы,Постановка оценки от 1 до 5 звезд,NOT STARTED,NOT STARTED,NOT STARTED,,,,
208,2.2.3,Отзывы,Написание отзыва (до 500 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
209,2.2.3,Отзывы,Отправка отзыва,NOT STARTED,NOT STARTED,NOT STARTED,,,,
,,,,,,,,,,,,
,2.2.4,18. ФОРУМ,,,,,,,,,
210,2.2.4,Форум,Отображение вкладки "Все темы",NOT STARTED,NOT STARTED,NOT STARTED,,,,
211,2.2.4,Форум,Отображение вкладки "Подписки",NOT STARTED,NOT STARTED,NOT STARTED,,,,
212,2.2.4,Форум,Отображение вкладки "Мои темы",NOT STARTED,NOT STARTED,NOT STARTED,,,,
213,2.2.4,Форум,Пагинация списка тем,NOT STARTED,NOT STARTED,NOT STARTED,,,,
214,2.2.4,Форум,Пагинация сообщений в теме,NOT STARTED,NOT STARTED,NOT STARTED,,,,
215,2.2.4,Создание темы,Создание новой темы (кнопка +),NOT STARTED,NOT STARTED,NOT STARTED,,,,
216,2.2.4,Создание темы,Ввод названия темы (1-155 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
217,2.2.4,Создание темы,Ввод описания темы (1-500 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
218,2.2.4,Создание темы,Отметка "Моя тема" на созданной теме,NOT STARTED,NOT STARTED,NOT STARTED,,,,
219,2.2.4,Сообщения,Открытие списка сообщений темы,NOT STARTED,NOT STARTED,NOT STARTED,,,,
220,2.2.4,Сообщения,Написание сообщения (1-5000 символов),NOT STARTED,NOT STARTED,NOT STARTED,,,,
