Чек-лист вычитки Технического Задания (ТЗ),,,,,,,
102,Социальные функции,Описаны награды за приглашения,NOT STARTED,,,
103,Социальные функции,Описан функционал шаринга/репостов,NOT STARTED,,,
104,Социальные функции,Указаны настройки приватности,NOT STARTED,,,
,,,,,,,
13. СОБЫТИЯ И АКТИВНОСТИ,,,,,,,
105,События,Описаны все типы событий,NOT STARTED,,,
106,События,Для каждого события указаны условия участия,NOT STARTED,,,
107,События,Указана длительность событий,NOT STARTED,,,
108,События,Описаны награды за события,NOT STARTED,,,
109,События,Указано расписание событий,NOT STARTED,,,
110,События,Описаны ежедневные задания,NOT STARTED,,,
111,События,Описаны еженедельные задания,NOT STARTED,,,
112,События,Описаны достижения,NOT STARTED,,,
113,События,Указаны награды за достижения,NOT STARTED,,,
,,,,,,,
14. ТУРНИРЫ И СОРЕВНОВАНИЯ,,,,,,,
114,Турниры,Описаны типы турниров,NOT STARTED,,,
115,Турниры,Указаны условия участия в турнирах,NOT STARTED,,,
116,Турниры,Описана система рейтинга турниров,NOT STARTED,,,
117,Турниры,Указаны призы турниров,NOT STARTED,,,
118,Турниры,Описано расписание турниров,NOT STARTED,,,
119,Турниры,Указаны правила определения победителей,NOT STARTED,,,
,,,,,,,
15. УВЕДОМЛЕНИЯ,,,,,,,
120,Уведомления,Описаны все типы push-уведомлений,NOT STARTED,,,
121,Уведомления,Указаны триггеры для каждого уведомления,NOT STARTED,,,
122,Уведомления,Описаны тексты уведомлений,NOT STARTED,,,
123,Уведомления,Указано время отправки уведомлений,NOT STARTED,,,
124,Уведомления,Описаны in-app уведомления,NOT STARTED,,,
125,Уведомления,Описаны настройки уведомлений пользователем,NOT STARTED,,,
,,,,,,,
16. ONBOARDING И ТУТОРИАЛ,,,,,,,
126,Onboarding,Описан процесс первого входа,NOT STARTED,,,
127,Onboarding,Описаны все шаги туториала,NOT STARTED,,,
128,Onboarding,Указаны условия показа туториала,NOT STARTED,,,
129,Onboarding,Описана возможность пропуска туториала,NOT STARTED,,,
130,Onboarding,Описаны стартовые подарки/бонусы,NOT STARTED,,,
131,Onboarding,Указаны подсказки для новичков,NOT STARTED,,,
,,,,,,,
17. UI/UX ТРЕБОВАНИЯ,,,,,,,
132,UI/UX,Есть ссылки на дизайн-макеты или прототипы,NOT STARTED,,,
133,UI/UX,Описаны состояния всех кнопок (normal/hover/pressed/disabled),NOT STARTED,,,
134,UI/UX,Описаны все модальные окна и попапы,NOT STARTED,,,
135,UI/UX,Указаны тексты для всех UI элементов,NOT STARTED,,,
136,UI/UX,Описаны все иконки и их значения,NOT STARTED,,,
137,UI/UX,Указаны требования к адаптивности,NOT STARTED,,,
138,UI/UX,Описаны требования к accessibility,NOT STARTED,,,
139,UI/UX,Указаны размеры шрифтов,NOT STARTED,,,
140,UI/UX,Описана цветовая схема,NOT STARTED,,,
141,UI/UX,Указаны отступы и выравнивания,NOT STARTED,,,
142,UI/UX,Описаны анимации переходов,NOT STARTED,,,
143,UI/UX,Указана длительность анимаций,NOT STARTED,,,
,,,,,,,
18. СООБЩЕНИЯ ОБ ОШИБКАХ,,,,,,,
144,Ошибки,Описаны все возможные ошибки,NOT STARTED,,,
145,Ошибки,Для каждой ошибки указан текст сообщения,NOT STARTED,,,
146,Ошибки,Указаны коды ошибок,NOT STARTED,,,
147,Ошибки,Описаны действия системы при ошибках,NOT STARTED,,,
148,Ошибки,Описаны возможности восстановления после ошибок,NOT STARTED,,,
149,Ошибки,Указаны ошибки валидации для всех форм,NOT STARTED,,,
,,,,,,,
19. ВАЛИДАЦИЯ ДАННЫХ,,,,,,,
150,Валидация,Для всех текстовых полей указаны ограничения длины,NOT STARTED,,,
151,Валидация,Указаны допустимые символы для текстовых полей,NOT STARTED,,,
152,Валидация,Для числовых полей указаны диапазоны значений,NOT STARTED,,,
153,Валидация,Описаны правила валидации email,NOT STARTED,,,
154,Валидация,Описаны правила валидации телефона,NOT STARTED,,,
155,Валидация,Указаны обязательные поля во всех формах,NOT STARTED,,,
156,Валидация,Описана валидация загружаемых файлов (размер, формат),NOT STARTED,,,
,,,,,,,
20. ИНТЕГРАЦИИ,,,,,,,
157,Интеграции,Описаны все внешние сервисы и API,NOT STARTED,,,
158,Интеграции,Указаны версии API внешних сервисов,NOT STARTED,,,
159,Интеграции,Описана интеграция с аналитикой,NOT STARTED,,,
160,Интеграции,Описана интеграция с соцсетями,NOT STARTED,,,
161,Интеграции,Описана интеграция с платежными системами,NOT STARTED,,,
162,Интеграции,Описаны события для аналитики,NOT STARTED,,,
163,Интеграции,Указаны fallback сценарии при недоступности интеграций,NOT STARTED,,,
,,,,,,,
21. ОФЛАЙН РЕЖИМ,,,,,,,
164,Офлайн,Описана работа приложения без интернета,NOT STARTED,,,
165,Офлайн,Указаны функции доступные офлайн,NOT STARTED,,,
166,Офлайн,Описана синхронизация при восстановлении связи,NOT STARTED,,,
167,Офлайн,Описаны сообщения о потере связи,NOT STARTED,,,
,,,,,,,
22. ПРОИЗВОДИТЕЛЬНОСТЬ,,,,,,,
168,Производительность,Указано максимальное время загрузки приложения,NOT STARTED,,,
169,Производительность,Указано время загрузки экранов,NOT STARTED,,,
170,Производительность,Описаны требования к FPS (для игр),NOT STARTED,,,
171,Производительность,Указаны требования к потреблению памяти,NOT STARTED,,,
172,Производительность,Указаны требования к трафику,NOT STARTED,,,
173,Производительность,Описана работа с большими объемами данных,NOT STARTED,,,
,,,,,,,
23. БЕЗОПАСНОСТЬ,,,,,,,
174,Безопасность,Описаны требования к шифрованию данных,NOT STARTED,,,
175,Безопасность,Описана защита от SQL-инъекций,NOT STARTED,,,
176,Безопасность,Описана защита от XSS атак,NOT STARTED,,,
177,Безопасность,Указаны требования к хранению паролей,NOT STARTED,,,
178,Безопасность,Описаны требования к передаче данных (HTTPS),NOT STARTED,,,
179,Безопасность,Описаны политики безопасности (GDPR, COPPA и т.д.),NOT STARTED,,,
180,Безопасность,Описана защита от читерства (для игр),NOT STARTED,,,
,,,,,,,
24. АДМИНИСТРАТИВНАЯ ПАНЕЛЬ,,,,,,,
181,Админка,Описаны права доступа администраторов,NOT STARTED,,,
182,Админка,Описаны роли администраторов,NOT STARTED,,,
183,Админка,Перечислены все функции админ-панели,NOT STARTED,,,
184,Админка,Описана возможность управления пользователями,NOT STARTED,,,
185,Админка,Описана возможность управления контентом,NOT STARTED,,,
186,Админка,Описаны инструменты модерации,NOT STARTED,,,
187,Админка,Описаны отчеты и аналитика в админке,NOT STARTED,,,
188,Админка,Описана система логирования действий админов,NOT STARTED,,,
,,,,,,,
25. АНАЛИТИКА И МЕТРИКИ,,,,,,,
189,Аналитика,Описаны ключевые метрики проекта (KPI),NOT STARTED,,,
190,Аналитика,Перечислены все отслеживаемые события,NOT STARTED,,,
191,Аналитика,Указаны параметры событий,NOT STARTED,,,
192,Аналитика,Описаны воронки конверсии,NOT STARTED,,,
193,Аналитика,Описаны когорты пользователей,NOT STARTED,,,
194,Аналитика,Указаны цели A/B тестов,NOT STARTED,,,
,,,,,,,
26. КОНТЕНТ И ТЕКСТЫ,,,,,,,
195,Контент,Все тексты приложения прописаны в ТЗ,NOT STARTED,,,
196,Контент,Тексты не содержат грамматических ошибок,NOT STARTED,,,
197,Контент,Тексты не содержат логических противоречий,NOT STARTED,,,
198,Контент,Указаны источники медиа-контента (изображения, звуки),NOT STARTED,,,
199,Контент,Описаны требования к медиа-контенту,NOT STARTED,,,
200,Контент,Указаны авторские права на контент,NOT STARTED,,,
,,,,,,,
27. ТЕСТИРОВАНИЕ,,,,,,,
201,Тестирование,Описаны критерии приемки,NOT STARTED,,,
202,Тестирование,Указаны типы необходимого тестирования,NOT STARTED,,,
203,Тестирование,Описаны тестовые окружения,NOT STARTED,,,
204,Тестирование,Указаны тестовые данные,NOT STARTED,,,
205,Тестирование,Описаны критические пользовательские сценарии,NOT STARTED,,,
,,,,,,,
28. ПОДДЕРЖКА И ОБНОВЛЕНИЯ,,,,,,,
206,Поддержка,Описан процесс обновления приложения,NOT STARTED,,,
207,Поддержка,Указана частота обновлений,NOT STARTED,,,
208,Поддержка,Описана обратная совместимость версий,NOT STARTED,,,
209,Поддержка,Описан процесс миграции данных при обновлениях,NOT STARTED,,,
210,Поддержка,Указаны каналы поддержки пользователей,NOT STARTED,,,
211,Поддержка,Описан раздел FAQ/Help,NOT STARTED,,,
,,,,,,,
29. ЮРИДИЧЕСКИЕ АСПЕКТЫ,,,,,,,
212,Юридические,Есть пользовательское соглашение,NOT STARTED,,,
213,Юридические,Есть политика конфиденциальности,NOT STARTED,,,
214,Юридические,Описана обработка персональных данных,NOT STARTED,,,
215,Юридические,Указаны возрастные ограничения,NOT STARTED,,,
216,Юридические,Описаны условия использования платного контента,NOT STARTED,,,
,,,,,,,
30. КАЧЕСТВО ТЗ,,,,,,,
217,Качество ТЗ,ТЗ написано понятным языком без двусмысленностей,NOT STARTED,,,
218,Качество ТЗ,Все термины определены или понятны из контекста,NOT STARTED,,,
219,Качество ТЗ,Нет противоречий между разными частями ТЗ,NOT STARTED,,,
220,Качество ТЗ,ТЗ структурировано и легко читается,NOT STARTED,,,
221,Качество ТЗ,Есть оглавление/навигация по документу,NOT STARTED,,,
222,Качество ТЗ,Используется единый стиль оформления,NOT STARTED,,,
223,Качество ТЗ,Все изображения/схемы читаемы и информативны,NOT STARTED,,,
224,Качество ТЗ,Есть примеры для сложных механик,NOT STARTED,,,
225,Качество ТЗ,Указаны приоритеты требований (must have/nice to have),NOT STARTED,,,
,,,,,,,
ИТОГОВАЯ СТАТИСТИКА:,,,,,,,
Всего проверок:,225,,,,,,
Проверено (PASSED + FAILED):,0,,,,,,
Успешно (PASSED):,0,,,,,,
С замечаниями (FAILED):,0,,,,,,
Пропущено (SKIPED):,0,,,,,,
Не начато (NOT STARTED):,225,,,,,,
,,,,,,,
КРИТИЧНЫЕ ЗАМЕЧАНИЯ (High):,0,,,,,,
ВАЖНЫЕ ЗАМЕЧАНИЯ (Medium):,0,,,,,,
НЕЗНАЧИТЕЛЬНЫЕ ЗАМЕЧАНИЯ (Low):,0,,,,,,
,,,,,,,
ИТОГОВОЕ ЗАКЛЮЧЕНИЕ:,,,,,,,
Качество ТЗ:,"[Отлично / Хорошо / Удовлетворительно / Требует доработки]",,,,,,
Готовность к разработке:,"[Готово / Требует уточнений / Не готово]",,,,,,
Рекомендации:,,,,,,,
,,,,,,,
,,,,,,,
ЛЕГЕНДА:,,,,,,,
PASSED,- Критерий выполнен,,,,,,
FAILED,- Критерий не выполнен / есть проблемы,,,,,,
SKIPED,- Не применимо к данному проекту,,,,,,
NOT STARTED,- Проверка не проведена,,,,,,
,,,,,,,
КРИТИЧНОСТЬ:,,,,,,,
High,- Критичное замечание (блокер для начала разработки),,,,,,
Medium,- Важное замечание (требует уточнения),,,,,,
Low,- Незначительное замечание (можно уточнить в процессе),,,,,,
